;OpenOBJs Object v1.00							
;This Object's License is GNU GPL Version 2 or later							
;Copyright(C) 2014 Midnight Express Ginga81(ginga81)							
;基準開始位置		-0.45	m				
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0150	,	0.0875		
Addvertex,	-0.4885	,	0.0005	,	-0.0303		
Addvertex,	-0.4885	,	0.0460	,	-0.1400		
Addvertex,	-0.4885	,	0.1183	,	-0.2342		
Addvertex,	-0.4885	,	0.2125	,	-0.3065		
Addvertex,	-0.4885	,	0.3222	,	-0.3520		
Addvertex,	-0.4885	,	0.4400	,	-0.3675		
Addvertex,	-0.4885	,	0.5578	,	-0.3520		
Addvertex,	-0.4885	,	0.6675	,	-0.3065		
Addvertex,	-0.4885	,	0.7617	,	-0.2342		
Addvertex,	-0.4885	,	0.8340	,	-0.1400		
Addvertex,	-0.4885	,	0.8795	,	-0.0303		
Addvertex,	-0.4885	,	0.8950	,	0.0875		
Addvertex,	-0.5685	,	0.0000	,	0.0875		
Addvertex,	-0.5685	,	0.0150	,	-0.0264		
Addvertex,	-0.5685	,	0.0589	,	-0.1325		
Addvertex,	-0.5685	,	0.1289	,	-0.2236		
Addvertex,	-0.5685	,	0.2200	,	-0.2936		
Addvertex,	-0.5685	,	0.3261	,	-0.3375		
Addvertex,	-0.5685	,	0.4400	,	-0.3525		
Addvertex,	-0.5685	,	0.5539	,	-0.3375		
Addvertex,	-0.5685	,	0.6600	,	-0.2936		
Addvertex,	-0.5685	,	0.7511	,	-0.2236		
Addvertex,	-0.5685	,	0.8211	,	-0.1325		
Addvertex,	-0.5685	,	0.8650	,	-0.0264		
Addvertex,	-0.5685	,	0.8800	,	0.0875		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	-0.4885	,	0.9450	,	0.0875		
Addvertex,	-0.4885	,	0.9278	,	0.2143		
Addvertex,	-0.4885	,	0.8773	,	0.3325		
Addvertex,	-0.4885	,	0.7971	,	0.4340		
Addvertex,	-0.4885	,	0.6925	,	0.5119		
Addvertex,	-0.4885	,	0.5707	,	0.5608		
Addvertex,	-0.4885	,	0.4400	,	0.5775		
Addvertex,	-0.4885	,	0.3093	,	0.5608		
Addvertex,	-0.4885	,	0.1875	,	0.5119		
Addvertex,	-0.4885	,	0.0829	,	0.4340		
Addvertex,	-0.4885	,	0.0027	,	0.3325		
Addvertex,	-0.4885	,	-0.0478	,	0.2143		
Addvertex,	-0.4885	,	-0.0650	,	0.0875		
Addvertex,	-0.4885	,	0.8950	,	0.0875		
Addvertex,	-0.4885	,	0.8795	,	0.2014		
Addvertex,	-0.4885	,	0.8340	,	0.3075		
Addvertex,	-0.4885	,	0.7617	,	0.3986		
Addvertex,	-0.4885	,	0.6675	,	0.4686		
Addvertex,	-0.4885	,	0.5578	,	0.5125		
Addvertex,	-0.4885	,	0.4400	,	0.5275		
Addvertex,	-0.4885	,	0.3222	,	0.5125		
Addvertex,	-0.4885	,	0.2125	,	0.4686		
Addvertex,	-0.4885	,	0.1183	,	0.3986		
Addvertex,	-0.4885	,	0.0460	,	0.3075		
Addvertex,	-0.4885	,	0.0005	,	0.2014		
Addvertex,	-0.4885	,	-0.0150	,	0.0875		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0650	,	0.0875		
Addvertex,	-0.4885	,	-0.0478	,	-0.0393		
Addvertex,	-0.4885	,	0.0027	,	-0.1575		
Addvertex,	-0.4885	,	0.0829	,	-0.2590		
Addvertex,	-0.4885	,	0.1875	,	-0.3369		
Addvertex,	-0.4885	,	0.3093	,	-0.3858		
Addvertex,	-0.4885	,	0.4400	,	-0.4025		
Addvertex,	-0.4885	,	0.5707	,	-0.3858		
Addvertex,	-0.4885	,	0.6925	,	-0.3369		
Addvertex,	-0.4885	,	0.7971	,	-0.2590		
Addvertex,	-0.4885	,	0.8773	,	-0.1575		
Addvertex,	-0.4885	,	0.9278	,	-0.0393		
Addvertex,	-0.4885	,	0.9450	,	0.0875		
Addvertex,	-0.4885	,	-0.0150	,	0.0875		
Addvertex,	-0.4885	,	0.0005	,	-0.0264		
Addvertex,	-0.4885	,	0.0460	,	-0.1325		
Addvertex,	-0.4885	,	0.1183	,	-0.2236		
Addvertex,	-0.4885	,	0.2125	,	-0.2936		
Addvertex,	-0.4885	,	0.3222	,	-0.3375		
Addvertex,	-0.4885	,	0.4400	,	-0.3525		
Addvertex,	-0.4885	,	0.5578	,	-0.3375		
Addvertex,	-0.4885	,	0.6675	,	-0.2936		
Addvertex,	-0.4885	,	0.7617	,	-0.2236		
Addvertex,	-0.4885	,	0.8340	,	-0.1325		
Addvertex,	-0.4885	,	0.8795	,	-0.0264		
Addvertex,	-0.4885	,	0.8950	,	0.0875		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;従輪右							
;開始位置:	0.5375	半径	0.455	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.44	m			
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0150	,	0.0875		
Addvertex,	0.4885	,	0.0005	,	0.2053		
Addvertex,	0.4885	,	0.0460	,	0.3150		
Addvertex,	0.4885	,	0.1183	,	0.4092		
Addvertex,	0.4885	,	0.2125	,	0.4815		
Addvertex,	0.4885	,	0.3222	,	0.5270		
Addvertex,	0.4885	,	0.4400	,	0.5425		
Addvertex,	0.4885	,	0.5578	,	0.5270		
Addvertex,	0.4885	,	0.6675	,	0.4815		
Addvertex,	0.4885	,	0.7617	,	0.4092		
Addvertex,	0.4885	,	0.8340	,	0.3150		
Addvertex,	0.4885	,	0.8795	,	0.2053		
Addvertex,	0.4885	,	0.8950	,	0.0875		
Addvertex,	0.5685	,	0.0000	,	0.0875		
Addvertex,	0.5685	,	0.0150	,	0.2014		
Addvertex,	0.5685	,	0.0589	,	0.3075		
Addvertex,	0.5685	,	0.1289	,	0.3986		
Addvertex,	0.5685	,	0.2200	,	0.4686		
Addvertex,	0.5685	,	0.3261	,	0.5125		
Addvertex,	0.5685	,	0.4400	,	0.5275		
Addvertex,	0.5685	,	0.5539	,	0.5125		
Addvertex,	0.5685	,	0.6600	,	0.4686		
Addvertex,	0.5685	,	0.7511	,	0.3986		
Addvertex,	0.5685	,	0.8211	,	0.3075		
Addvertex,	0.5685	,	0.8650	,	0.2014		
Addvertex,	0.5685	,	0.8800	,	0.0875		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	0.8950	,	0.0875		
Addvertex,	0.4885	,	0.8795	,	-0.0303		
Addvertex,	0.4885	,	0.8340	,	-0.1400		
Addvertex,	0.4885	,	0.7617	,	-0.2342		
Addvertex,	0.4885	,	0.6675	,	-0.3065		
Addvertex,	0.4885	,	0.5578	,	-0.3520		
Addvertex,	0.4885	,	0.4400	,	-0.3675		
Addvertex,	0.4885	,	0.3222	,	-0.3520		
Addvertex,	0.4885	,	0.2125	,	-0.3065		
Addvertex,	0.4885	,	0.1183	,	-0.2342		
Addvertex,	0.4885	,	0.0460	,	-0.1400		
Addvertex,	0.4885	,	0.0005	,	-0.0303		
Addvertex,	0.4885	,	-0.0150	,	0.0875		
Addvertex,	0.5685	,	0.8800	,	0.0875		
Addvertex,	0.5685	,	0.8650	,	-0.0264		
Addvertex,	0.5685	,	0.8211	,	-0.1325		
Addvertex,	0.5685	,	0.7511	,	-0.2236		
Addvertex,	0.5685	,	0.6600	,	-0.2936		
Addvertex,	0.5685	,	0.5539	,	-0.3375		
Addvertex,	0.5685	,	0.4400	,	-0.3525		
Addvertex,	0.5685	,	0.3261	,	-0.3375		
Addvertex,	0.5685	,	0.2200	,	-0.2936		
Addvertex,	0.5685	,	0.1289	,	-0.2236		
Addvertex,	0.5685	,	0.0589	,	-0.1325		
Addvertex,	0.5685	,	0.0150	,	-0.0264		
Addvertex,	0.5685	,	0.0000	,	0.0875		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;フランジ	高さ	0.05					
CreateMeshBuilder							
Addvertex,	0.4885	,	0.9450	,	0.0875		
Addvertex,	0.4885	,	0.9278	,	0.2143		
Addvertex,	0.4885	,	0.8773	,	0.3325		
Addvertex,	0.4885	,	0.7971	,	0.4340		
Addvertex,	0.4885	,	0.6925	,	0.5119		
Addvertex,	0.4885	,	0.5707	,	0.5608		
Addvertex,	0.4885	,	0.4400	,	0.5775		
Addvertex,	0.4885	,	0.3093	,	0.5608		
Addvertex,	0.4885	,	0.1875	,	0.5119		
Addvertex,	0.4885	,	0.0829	,	0.4340		
Addvertex,	0.4885	,	0.0027	,	0.3325		
Addvertex,	0.4885	,	-0.0478	,	0.2143		
Addvertex,	0.4885	,	-0.0650	,	0.0875		
Addvertex,	0.4885	,	0.8950	,	0.0875		
Addvertex,	0.4885	,	0.8795	,	0.2014		
Addvertex,	0.4885	,	0.8340	,	0.3075		
Addvertex,	0.4885	,	0.7617	,	0.3986		
Addvertex,	0.4885	,	0.6675	,	0.4686		
Addvertex,	0.4885	,	0.5578	,	0.5125		
Addvertex,	0.4885	,	0.4400	,	0.5275		
Addvertex,	0.4885	,	0.3222	,	0.5125		
Addvertex,	0.4885	,	0.2125	,	0.4686		
Addvertex,	0.4885	,	0.1183	,	0.3986		
Addvertex,	0.4885	,	0.0460	,	0.3075		
Addvertex,	0.4885	,	0.0005	,	0.2014		
Addvertex,	0.4885	,	-0.0150	,	0.0875		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	0.4885	,	-0.0650	,	0.0875		
Addvertex,	0.4885	,	-0.0478	,	-0.0393		
Addvertex,	0.4885	,	0.0027	,	-0.1575		
Addvertex,	0.4885	,	0.0829	,	-0.2590		
Addvertex,	0.4885	,	0.1875	,	-0.3369		
Addvertex,	0.4885	,	0.3093	,	-0.3858		
Addvertex,	0.4885	,	0.4400	,	-0.4025		
Addvertex,	0.4885	,	0.5707	,	-0.3858		
Addvertex,	0.4885	,	0.6925	,	-0.3369		
Addvertex,	0.4885	,	0.7971	,	-0.2590		
Addvertex,	0.4885	,	0.8773	,	-0.1575		
Addvertex,	0.4885	,	0.9278	,	-0.0393		
Addvertex,	0.4885	,	0.9450	,	0.0875		
Addvertex,	0.4885	,	-0.0150	,	0.0875		
Addvertex,	0.4885	,	0.0005	,	-0.0264		
Addvertex,	0.4885	,	0.0460	,	-0.1325		
Addvertex,	0.4885	,	0.1183	,	-0.2236		
Addvertex,	0.4885	,	0.2125	,	-0.2936		
Addvertex,	0.4885	,	0.3222	,	-0.3375		
Addvertex,	0.4885	,	0.4400	,	-0.3525		
Addvertex,	0.4885	,	0.5578	,	-0.3375		
Addvertex,	0.4885	,	0.6675	,	-0.2936		
Addvertex,	0.4885	,	0.7617	,	-0.2236		
Addvertex,	0.4885	,	0.8340	,	-0.1325		
Addvertex,	0.4885	,	0.8795	,	-0.0264		
Addvertex,	0.4885	,	0.8950	,	0.0875		
AddFace2,	0	,	13	,	14	,	1
AddFace2,	1	,	14	,	15	,	2
AddFace2,	2	,	15	,	16	,	3
AddFace2,	3	,	16	,	17	,	4
AddFace2,	4	,	17	,	18	,	5
AddFace2,	5	,	18	,	19	,	6
AddFace2,	6	,	19	,	20	,	7
AddFace2,	7	,	20	,	21	,	8
AddFace2,	8	,	21	,	22	,	9
AddFace2,	9	,	22	,	23	,	10
AddFace2,	10	,	23	,	24	,	11
AddFace2,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
;テンダー台車							
;開始位置:	-2.3625	半径	0.455	m	高さ	0.08	m
;開始高さ:	0.5685	下の半径	0.44	m			
CreateMeshBuilder							
Addvertex,	-0.4885	,	0.8950	,	-2.8125		
Addvertex,	-0.4885	,	0.8795	,	-2.6947		
Addvertex,	-0.4885	,	0.8340	,	-2.5850		
Addvertex,	-0.4885	,	0.7617	,	-2.4908		
Addvertex,	-0.4885	,	0.6675	,	-2.4185		
Addvertex,	-0.4885	,	0.5578	,	-2.3730		
Addvertex,	-0.4885	,	0.4400	,	-2.3575		
Addvertex,	-0.4885	,	0.3222	,	-2.3730		
Addvertex,	-0.4885	,	0.2125	,	-2.4185		
Addvertex,	-0.4885	,	0.1183	,	-2.4908		
Addvertex,	-0.4885	,	0.0460	,	-2.5850		
Addvertex,	-0.4885	,	0.0005	,	-2.6947		
Addvertex,	-0.4885	,	-0.0150	,	-2.8125		
Addvertex,	-0.5685	,	0.8800	,	-2.8125		
Addvertex,	-0.5685	,	0.8650	,	-2.6986		
Addvertex,	-0.5685	,	0.8211	,	-2.5925		
Addvertex,	-0.5685	,	0.7511	,	-2.5014		
Addvertex,	-0.5685	,	0.6600	,	-2.4314		
Addvertex,	-0.5685	,	0.5539	,	-2.3875		
Addvertex,	-0.5685	,	0.4400	,	-2.3725		
Addvertex,	-0.5685	,	0.3261	,	-2.3875		
Addvertex,	-0.5685	,	0.2200	,	-2.4314		
Addvertex,	-0.5685	,	0.1289	,	-2.5014		
Addvertex,	-0.5685	,	0.0589	,	-2.5925		
Addvertex,	-0.5685	,	0.0150	,	-2.6986		
Addvertex,	-0.5685	,	0.0000	,	-2.8125		
AddFace,	0	,	13	,	14	,	1
AddFace,	1	,	14	,	15	,	2
AddFace,	2	,	15	,	16	,	3
AddFace,	3	,	16	,	17	,	4
AddFace,	4	,	17	,	18	,	5
AddFace,	5	,	18	,	19	,	6
AddFace,	6	,	19	,	20	,	7
AddFace,	7	,	20	,	21	,	8
AddFace,	8	,	21	,	22	,	9
AddFace,	9	,	22	,	23	,	10
AddFace,	10	,	23	,	24	,	11
AddFace,	11	,	24	,	25	,	12
GenerateNormals							
LoadTexture ,tread.bmp							
SetTextureCoordinates,	0	,	0	,	0		
SetTextureCoordinates,	1	,	0.083333	,	0		
SetTextureCoordinates,	2	,	0.166666	,	0		
SetTextureCoordinates,	3	,	0.249999	,	0		
SetTextureCoordinates,	4	,	0.333332	,	0		
SetTextureCoordinates,	5	,	0.416665	,	0		
SetTextureCoordinates,	6	,	0.499998	,	0		
SetTextureCoordinates,	7	,	0.583331	,	0		
SetTextureCoordinates,	8	,	0.666664	,	0		
SetTextureCoordinates,	9	,	0.749997	,	0		
SetTextureCoordinates,	10	,	0.83333	,	0		
SetTextureCoordinates,	11	,	0.916663	,	0		
SetTextureCoordinates,	12	,	1	,	0		
SetTextureCoordinates,	13	,	0	,	1		
SetTextureCoordinates,	14	,	0.083333	,	1		
SetTextureCoordinates,	15	,	0.166666	,	1		
SetTextureCoordinates,	16	,	0.249999	,	1		
SetTextureCoordinates,	17	,	0.333332	,	1		
SetTextureCoordinates,	18	,	0.416665	,	1		
SetTextureCoordinates,	19	,	0.499998	,	1		
SetTextureCoordinates,	20	,	0.583331	,	1		
SetTextureCoordinates,	21	,	0.666664	,	1		
SetTextureCoordinates,	22	,	0.749997	,	1		
SetTextureCoordinates,	23	,	0.83333	,	1		
SetTextureCoordinates,	24	,	0.916663	,	1		
SetTextureCoordinates,	25	,	1	,	1		
CreateMeshBuilder							
Addvertex,	-0.4885	,	-0.0150	,	-2.8125		
Addvertex,	-0.4885	,	0.0005	,	-2.9303		
Addvertex,	-0.4885	,	0.0460	,	-3.0400		
